"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: A Sequest HT"	"Score Sequest HT: B Sequest HT"	"Score Sequest HT: C Sequest HT"	"Score Sequest HT: D Sequest HT"	"Score Sequest HT: E Sequest HT"	"Score Sequest HT: F Sequest HT"	"Score Sequest HT: G Sequest HT"	"Score Sequest HT: H Sequest HT"	"Score Sequest HT: I Sequest HT"	"Score Sequest HT: J Sequest HT"	"Score Sequest HT: K Sequest HT"	"Score Sequest HT: L Sequest HT"	"Score Sequest HT: M Sequest HT"	"Score Sequest HT: N Sequest HT"	"Score Sequest HT: O Sequest HT"	"Score Sequest HT: P Sequest HT"	"# Peptides (by Search Engine): A Sequest HT"	"# Peptides (by Search Engine): B Sequest HT"	"# Peptides (by Search Engine): C Sequest HT"	"# Peptides (by Search Engine): D Sequest HT"	"# Peptides (by Search Engine): E Sequest HT"	"# Peptides (by Search Engine): F Sequest HT"	"# Peptides (by Search Engine): G Sequest HT"	"# Peptides (by Search Engine): H Sequest HT"	"# Peptides (by Search Engine): I Sequest HT"	"# Peptides (by Search Engine): J Sequest HT"	"# Peptides (by Search Engine): K Sequest HT"	"# Peptides (by Search Engine): L Sequest HT"	"# Peptides (by Search Engine): M Sequest HT"	"# Peptides (by Search Engine): N Sequest HT"	"# Peptides (by Search Engine): O Sequest HT"	"# Peptides (by Search Engine): P Sequest HT"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (F2) / (F1)"	"Abundance Ratio: (F3) / (F1)"	"Abundance Ratio: (F4) / (F1)"	"Abundance Ratio: (F5) / (F1)"	"Abundance Ratio: (F6) / (F1)"	"Abundance Ratio: (F7) / (F1)"	"Abundance Ratio: (F8) / (F1)"	"Abundance Ratio: (F9) / (F1)"	"Abundance Ratio: (F10) / (F1)"	"Abundance Ratio: (F11) / (F1)"	"Abundance Ratio: (F12) / (F1)"	"Abundance Ratio: (F13) / (F1)"	"Abundance Ratio: (F14) / (F1)"	"Abundance Ratio: (F15) / (F1)"	"Abundance Ratio: (F16) / (F1)"	"Abundances (Normalized): F1: Sample"	"Abundances (Normalized): F2: Sample"	"Abundances (Normalized): F3: Sample"	"Abundances (Normalized): F4: Sample"	"Abundances (Normalized): F5: Sample"	"Abundances (Normalized): F6: Sample"	"Abundances (Normalized): F7: Sample"	"Abundances (Normalized): F8: Sample"	"Abundances (Normalized): F9: Sample"	"Abundances (Normalized): F10: Sample"	"Abundances (Normalized): F11: Sample"	"Abundances (Normalized): F12: Sample"	"Abundances (Normalized): F13: Sample"	"Abundances (Normalized): F14: Sample"	"Abundances (Normalized): F15: Sample"	"Abundances (Normalized): F16: Sample"	"Abundance: F1: Sample"	"Abundance: F2: Sample"	"Abundance: F3: Sample"	"Abundance: F4: Sample"	"Abundance: F5: Sample"	"Abundance: F6: Sample"	"Abundance: F7: Sample"	"Abundance: F8: Sample"	"Abundance: F9: Sample"	"Abundance: F10: Sample"	"Abundance: F11: Sample"	"Abundance: F12: Sample"	"Abundance: F13: Sample"	"Abundance: F14: Sample"	"Abundance: F15: Sample"	"Abundance: F16: Sample"	"Abundances Count: F1: Sample"	"Abundances Count: F2: Sample"	"Abundances Count: F3: Sample"	"Abundances Count: F4: Sample"	"Abundances Count: F5: Sample"	"Abundances Count: F6: Sample"	"Abundances Count: F7: Sample"	"Abundances Count: F8: Sample"	"Abundances Count: F9: Sample"	"Abundances Count: F10: Sample"	"Abundances Count: F11: Sample"	"Abundances Count: F12: Sample"	"Abundances Count: F13: Sample"	"Abundances Count: F14: Sample"	"Abundances Count: F15: Sample"	"Abundances Count: F16: Sample"	"Found in Sample: [S1] F1: Sample"	"Found in Sample: [S2] F2: Sample"	"Found in Sample: [S3] F3: Sample"	"Found in Sample: [S4] F4: Sample"	"Found in Sample: [S5] F5: Sample"	"Found in Sample: [S6] F6: Sample"	"Found in Sample: [S7] F7: Sample"	"Found in Sample: [S8] F8: Sample"	"Found in Sample: [S9] F9: Sample"	"Found in Sample: [S10] F10: Sample"	"Found in Sample: [S11] F11: Sample"	"Found in Sample: [S12] F12: Sample"	"Found in Sample: [S13] F13: Sample"	"Found in Sample: [S14] F14: Sample"	"Found in Sample: [S15] F15: Sample"	"Found in Sample: [S16] F16: Sample"	"# Protein Groups"	"Modifications"
"-5156803787758571728"	"False"	"High"	"IsMasterProtein"	"Q14444"	"Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2"	"0.000"	"39.155"	"12"	"4"	"13"	"4"	"709"	"78.3"	"5.25"	"13.91"	""	"4.40"	""	"2.51"	"2.89"	"3.68"	"2.44"	"6.06"	"3.58"	"8.51"	""	""	"2.10"	""	""	"1"	""	"1"	""	"1"	"1"	"1"	"1"	"2"	"1"	"1"	""	""	"1"	""	""	"0"	"0"	"0.291"	"0.916"	"0.381"	"1.598"	"0.593"	"0.633"	"0.575"	"1.217"	"1.067"	"1.007"	"0.860"	"0.010"	"1.061"	"0.010"	"0.010"	"5879986.49776496"	"5381005.1526206"	"10768357.3068551"	"6465629.63105688"	"10481581.357014"	"5978336.125"	"4131022.50735994"	"5515183.11733958"	"8920413.88795835"	"7286560.11270137"	"3703175.12272558"	"6792725.15259538"	""	"3443371.06422688"	""	""	"2522552.3125"	"5102084.5"	"6277304.75"	"4937952.125"	"4679301.5625"	"5978336.125"	"2092548.0625"	"3473616.515625"	"4520572.125"	"7196724.875"	"1973639.9375"	"4397387.03125"	""	"1268918.84375"	""	""	"2"	"3"	"3"	"3"	"3"	"3"	"2"	"3"	"2"	"3"	"2"	"3"	""	"2"	""	""	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"7223857825559704737"	"False"	"High"	"IsMasterProtein"	"P35052"	"Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2"	"0.000"	"18.626"	"13"	"5"	"13"	"5"	"558"	"61.6"	"7.30"	"6.42"	"4.42"	""	""	"4.22"	""	""	"2.87"	"5.40"	"3.67"	""	"1.97"	""	"7.36"	""	""	"2"	"1"	""	""	"2"	""	""	"1"	"2"	"1"	""	"1"	""	"3"	""	""	"0"	"0"	"1.302"	"0.593"	"0.297"	"0.530"	"0.542"	"0.473"	"0.498"	"0.451"	"0.345"	"0.461"	"0.693"	""	"0.751"	"0.830"	""	"11601511.3740908"	"10917833.7090505"	"8678390.57796621"	"3352831.77409206"	"8414751.87329618"	"6247742.515625"	"5208774.21399413"	"6002958.02474423"	"7875251.3228259"	"5577913.19603253"	"9401995.2479678"	"7003106.69046688"	"2856418.30797474"	"7780191.42075615"	"7637618.08744578"	"8790214.20001917"	"4977123.5625"	"10351915.40625"	"5058979.828125"	"2560635.8125"	"3756605.0625"	"6247742.515625"	"2638477.609375"	"3780830.7890625"	"3990918.140625"	"5509143.6875"	"5010876.53125"	"4533581.125"	"152312.703125"	"2867083.25"	"633146.384765625"	"463498.90625"	"4"	"4"	"5"	"4"	"4"	"4"	"3"	"4"	"4"	"4"	"5"	"3"	"1"	"4"	"2"	"1"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"5914837893544052932"	"False"	"High"	"IsMasterProtein"	"Q03405"	"Urokinase plasminogen activator surface receptor OS=Homo sapiens OX=9606 GN=PLAUR PE=1 SV=1"	"0.000"	"37.139"	"19"	"4"	"13"	"4"	"335"	"37.0"	"6.65"	""	""	"2.87"	"3.30"	"4.49"	"6.36"	""	"3.75"	"2.99"	"7.27"	"5.53"	"5.82"	""	""	""	""	""	""	"1"	"1"	"1"	"2"	""	"1"	"1"	"1"	"2"	"2"	""	""	""	""	"0"	"0"	"0.010"	"1.308"	"0.010"	"0.010"	"1.539"	"0.010"	"0.667"	"0.010"	"3.652"	"1.519"	"2.885"	"0.010"	"0.010"	"0.010"	"0.010"	"815991.388714589"	""	"1067655.3669373"	""	""	"1255857.5"	""	"543962.634808012"	""	"2980347.64446489"	"1239244.49002913"	"2354216.95280425"	""	""	""	""	"350065.59375"	""	"622378.875"	""	""	"1255857.5"	""	"342602.875"	""	"2943603.25"	"660466.3125"	"1524042.6875"	""	""	""	""	"1"	""	"1"	""	""	"1"	""	"1"	""	"1"	"1"	"1"	""	""	""	""	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2914348929085593862"	"False"	"High"	"IsMasterProtein"	"Q96F07"	"Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2"	"0.000"	"13.816"	"3"	"3"	"13"	"3"	"1278"	"148.3"	"7.31"	"2.72"	"2.74"	""	"8.04"	""	"4.37"	""	"2.25"	""	"8.85"	""	"5.69"	""	""	""	""	"1"	"1"	""	"3"	""	"2"	""	"1"	""	"3"	""	"2"	""	""	""	""	"0"	"0"	"1.081"	"1.032"	"0.963"	"1.023"	"1.053"	"0.904"	"0.963"	"0.793"	"0.743"	"1.089"	"0.771"	"0.991"	"1.273"	"0.010"	"0.010"	"5585991.3759018"	"9545285.33944904"	"8040574.22549364"	"10121275.0112955"	"5717000.94862572"	"10656053"	"6874862.61472877"	"9227206.90598723"	"5747804.87981853"	"7482496.03621408"	"7869853.5528076"	"7736922.99916708"	"9053156.97462448"	"7112093.32732638"	""	""	"2396426.5"	"9050512.125"	"4687171.25"	"7729853.75"	"2552245.75"	"10656053"	"3482426.0625"	"5811552.875"	"2912798.3125"	"7390245.125"	"4194308.0625"	"5008629.6875"	"482741.203125"	"2620882"	""	""	"1"	"3"	"3"	"3"	"1"	"3"	"2"	"3"	"2"	"3"	"3"	"3"	"2"	"1"	""	""	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"5816550011110053861"	"False"	"High"	"IsMasterProtein"	"Q7Z4F1"	"Low-density lipoprotein receptor-related protein 10 OS=Homo sapiens OX=9606 GN=LRP10 PE=1 SV=2"	"0.000"	"13.089"	"6"	"3"	"13"	"3"	"713"	"76.1"	"5.52"	""	"2.00"	"6.39"	"1.72"	"2.78"	""	"2.84"	"1.94"	""	""	"8.76"	"1.65"	""	""	""	""	""	"1"	"3"	"1"	"1"	""	"2"	"1"	""	""	"3"	"1"	""	""	""	""	"0"	"0"	"1.116"	"2.403"	"2.298"	"0.811"	"0.897"	"2.740"	"1.910"	"0.831"	"0.891"	"2.921"	"1.619"	"3.821"	"0.719"	"0.010"	"2.182"	"4177558.47037523"	"4713394.38887045"	"9075862.8319003"	"10640410.9861123"	"3319722.14185573"	"4112857.5"	"10038321.6838999"	"6246182.51838489"	"2829996.42125265"	"2168410.16467784"	"12299616.9072247"	"2618100.73352332"	"6316489.47842236"	"2499240.39823446"	""	"3606361.01357296"	"1792199.65625"	"4469078.875"	"5290682.25"	"8126330"	"1482026.46875"	"4112857.5"	"5084859.875"	"3934020.375"	"1434149.03125"	"2141676.0625"	"6555189.625"	"1694872.375"	"336813.96875"	"920996.65625"	""	"190159.6875"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"2"	"2"	"2"	"3"	"1"	"1"	"3"	""	"1"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"-1760362922626917016"	"False"	"High"	"IsMasterProtein"	"Q14011"	"Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1"	"0.000"	"25.504"	"20"	"2"	"13"	"2"	"172"	"18.6"	"9.51"	""	""	""	"1.99"	"3.34"	""	"7.85"	"3.20"	"7.05"	""	"7.89"	"3.23"	""	"11.18"	""	""	""	""	""	"1"	"1"	""	"2"	"1"	"2"	""	"1"	"1"	""	"2"	""	""	"0"	"0"	""	"0.827"	"0.271"	"0.709"	"0.292"	"0.740"	"0.385"	"0.786"	""	"0.874"	"0.352"	"0.010"	"1.156"	"0.010"	"0.010"	"1590073.88253058"	"333578.957843154"	"1315783.66248454"	"701117.823068534"	"1127601.98533134"	"1491946.3125"	"3918179.05259921"	"1109182.47280814"	"1974713.77108751"	"2032663.24256971"	"2875704.33608618"	"1436735.03703773"	""	"3213105.36161272"	""	""	"682152"	"316288.125"	"767022.75"	"535460.03125"	"503396.34375"	"1491946.3125"	"1984733.3125"	"698594.130859375"	"1000719.9375"	"2007602.75"	"1532632.0625"	"930095.046875"	""	"1184063.484375"	""	""	"1"	"1"	"1"	"2"	"1"	"3"	"3"	"3"	"2"	"2"	"2"	"3"	""	"3"	""	""	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"1824813434461880276"	"False"	"High"	"IsMasterProtein"	"P84157"	"Matrix-remodeling-associated protein 7 OS=Homo sapiens OX=9606 GN=MXRA7 PE=1 SV=1"	"0.000"	"27.904"	"27"	"3"	"13"	"3"	"204"	"21.5"	"4.26"	"8.06"	"5.57"	"5.55"	"11.17"	""	"6.32"	""	"5.20"	"5.69"	"6.02"	"5.68"	"5.19"	""	""	""	""	"2"	"1"	"1"	"1"	""	"2"	""	"1"	"1"	"1"	"1"	"1"	""	""	""	""	"0"	"0"	"0.393"	"0.367"	"0.346"	"0.266"	"0.158"	"0.256"	"0.213"	"0.177"	"0.127"	"0.255"	"0.155"	"0.010"	"0.175"	"0.010"	"0.010"	"5685740.45184841"	"5429050.8161095"	"5745039.63204412"	"8414622.75702331"	"1511963.06990032"	"7221709.1875"	"5690504.93616"	"14315057.9239709"	"3789624.22183436"	"6329302.74926435"	"5799381.06764632"	"9156812.13260596"	""	"994900.826130508"	""	""	"2439219.5"	"5147639.75"	"3349012.625"	"6426443.625"	"674987"	"7221709.1875"	"2882495.8125"	"9016023.6875"	"1920456.8125"	"6251269.4375"	"3090831.4375"	"5927819.25"	""	"366631.53125"	""	""	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"3"	"2"	"2"	"2"	"2"	""	"1"	""	""	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-2311027039317612116"	"False"	"High"	"IsMasterProtein"	"Q9Y3B8"	"Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3"	"0.000"	"22.003"	"27"	"6"	"13"	"6"	"237"	"26.8"	"6.87"	""	"3.52"	"2.20"	"5.57"	""	"4.75"	""	""	""	"8.85"	"1.64"	"7.39"	""	""	""	""	""	"1"	"1"	"1"	""	"2"	""	""	""	"3"	"1"	"3"	""	""	""	""	"0"	"0"	"1.106"	"1.120"	"0.634"	"1.076"	"0.537"	"1.295"	"0.590"	"1.169"	"0.500"	"1.192"	"0.673"	"0.010"	"0.810"	"0.010"	"0.010"	"36579669.4575268"	"32030439.9089842"	"44465966.7331745"	"30339826.5686962"	"37892600.7444063"	"28137985.03125"	"45468355.6213372"	"28313676.6060586"	"39828462.4786583"	"28881224.0285472"	"45119336.2963233"	"30535312.9771954"	""	"30788601.4191125"	""	""	"15692915.25"	"30370164.375"	"25920984.625"	"23171233.0625"	"16916427"	"28137985.03125"	"23031760.125"	"17832745.09375"	"20183753.75"	"28525150.4375"	"24046749.375"	"19767558.125"	""	"11345926.9375"	""	""	"3"	"4"	"3"	"4"	"3"	"4"	"3"	"4"	"3"	"4"	"3"	"4"	""	"3"	""	""	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-8775714319667424698"	"False"	"High"	"IsMasterProtein"	"Q14914"	"Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2"	"0.000"	"12.502"	"11"	"4"	"13"	"4"	"329"	"35.8"	"8.29"	"2.42"	"3.07"	"2.84"	"2.48"	""	"5.20"	"5.24"	"4.06"	"2.45"	""	"2.98"	"2.65"	""	""	""	""	"1"	"1"	"1"	"1"	""	"2"	"2"	"2"	"1"	""	"1"	"1"	""	""	""	""	"0"	"0"	"1.486"	"0.821"	"0.885"	"0.010"	"0.714"	"1.043"	"0.695"	"0.800"	"0.548"	"0.785"	""	""	"1.122"	""	"1.375"	"3571766.92212785"	"34529665.6593001"	"9719091.05799277"	"33899006.7951137"	""	"34419461.375"	"5642622.8210433"	"39706605.1443621"	"4502443.18666095"	"39410359.6405152"	"5540094.4548839"	"32573136.3398046"	"7785965.88091869"	"1367467.07914773"	"7952454.38144095"	"8557465.2900547"	"1532311.15625"	"32739844.5"	"5665645.625"	"25889462"	""	"34419461.375"	"2858241.375"	"25008330"	"2281690"	"38924473.4375"	"2952642.34375"	"21086778"	"415170.8125"	"503926.15625"	"659245.8125"	"451226.296875"	"2"	"3"	"3"	"3"	""	"4"	"3"	"4"	"3"	"4"	"3"	"2"	"1"	"1"	"1"	"2"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-508494988063673287"	"False"	"High"	"IsMasterProtein"	"Q9NXG2"	"THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2"	"0.000"	"10.266"	"5"	"2"	"13"	"2"	"353"	"39.3"	"7.88"	"3.47"	"3.78"	"2.80"	"3.03"	"2.68"	"3.68"	"3.66"	"3.41"	"2.09"	"3.36"	"5.75"	""	""	"3.27"	""	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	""	""	"1"	""	""	"0"	"0"	"0.960"	"1.317"	"1.150"	"0.010"	"0.624"	"0.947"	"0.010"	"0.994"	"1.067"	"1.156"	"0.010"	"0.201"	"1.147"	"0.010"	"0.496"	"1721695.43738626"	"1652941.90434775"	"1153553.91418751"	"1006794.00875663"	""	"527687.625"	"829491.068970537"	""	"870170.03680359"	"934724.115884159"	"1012119.54209294"	""	"176060.278062149"	"1004342.46351359"	""	"434564.906416314"	"738618.5"	"1567262.8125"	"672452.5625"	"768912.0625"	""	"527687.625"	"420174.40625"	""	"440973.53125"	"923200"	"539418.0625"	""	"9388.056640625"	"370110.875"	""	"22914.158203125"	"2"	"2"	"1"	"1"	""	"1"	"1"	""	"1"	"1"	"1"	""	"1"	"1"	""	"1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"5740436620154947735"	"False"	"High"	"IsMasterProtein"	"Q9BX68"	"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1"	"0.000"	"21.589"	"47"	"5"	"13"	"5"	"163"	"17.2"	"9.16"	""	"7.28"	"2.61"	"6.59"	""	"9.11"	""	""	""	"8.90"	""	"5.28"	""	""	""	""	""	"2"	"1"	"2"	""	"3"	""	""	""	"3"	""	"2"	""	""	""	""	"0"	"0"	"1.768"	"0.820"	"1.531"	"0.761"	"0.977"	"1.183"	"1.328"	"1.725"	"1.335"	"1.734"	"1.449"	"48.926"	"1.953"	"21.383"	"65.602"	"2422769.2729947"	"4210839.95496724"	"2063870.2602824"	"3207137.07727265"	"3036247.96615179"	"3895989.125"	"1855943.73063638"	"2413589.37063948"	"2705459.11729335"	"5856478.85288733"	"2720394.38443845"	"7032390.88475222"	"76749079.6948631"	"3063162.64701449"	"33543873.7334539"	"103750541.561801"	"1039383.71875"	"3992574"	"1203112.25"	"2449365.375"	"1355474.84375"	"3895989.125"	"940118.6875"	"1520146.0625"	"1371037.625"	"5784274.9375"	"1449858.25"	"4552538.75"	"4092488.75"	"1128808"	"2780733.75"	"5470658.78515625"	"2"	"2"	"2"	"2"	"2"	"3"	"1"	"2"	"1"	"3"	"1"	"3"	"1"	"1"	"1"	"2"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"6509099056822078364"	"False"	"High"	"IsMasterProtein"	"Q02978"	"Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3"	"0.000"	"10.705"	"8"	"2"	"13"	"2"	"314"	"34.0"	"9.91"	"4.31"	"3.34"	""	"3.65"	""	"4.13"	"4.25"	"3.93"	"4.22"	"5.99"	"3.61"	"4.26"	""	"6.26"	""	""	"1"	"1"	""	"1"	""	"1"	"1"	"1"	"1"	"2"	"1"	"1"	""	"1"	""	""	"0"	"0"	"0.304"	"0.418"	"0.517"	"0.525"	"0.666"	"0.552"	"0.579"	"0.584"	"0.461"	"0.646"	"0.566"	"0.010"	"0.731"	"0.010"	"0.010"	"38403354.0302615"	"10180102.2570339"	"13336495.7050208"	"16951581.4570573"	"19470845.4626466"	"21753501.3125"	"17328363.3769293"	"19731426.0356775"	"20660521.6954376"	"14550803.1429265"	"20963542.2090994"	"20542409.7851887"	""	"28614491.3120042"	""	""	"16475287.75"	"9652423.75"	"7774375"	"12946318.0625"	"8692386.625"	"21753501.3125"	"8777592.75"	"12427403.75"	"10470072.3125"	"14371407.8125"	"11172705.25"	"13298481"	""	"10544744.25"	""	""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	""	"2"	""	""	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term]"
"2120449807322374936"	"False"	"High"	"IsMasterProtein"	"Q9Y2Z0"	"Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3"	"0.000"	"15.966"	"12"	"3"	"13"	"3"	"365"	"41.0"	"5.16"	"3.41"	"5.71"	"3.44"	""	"3.21"	"7.71"	"3.45"	""	"3.25"	"3.21"	"3.32"	"3.55"	""	"3.32"	""	""	"1"	"2"	"1"	""	"1"	"2"	"1"	""	"1"	"1"	"1"	"1"	""	"1"	""	""	"0"	"0"	"0.770"	"0.653"	"0.347"	"0.865"	"0.366"	"0.888"	"0.273"	"0.901"	"0.392"	"0.971"	"0.371"	"0.010"	"0.888"	"0.010"	"0.010"	"21885061.887994"	"5678124.23840046"	"13221075.1374968"	"6988540.20581853"	"19194591.8896444"	"7185592.75"	"18704702.5854463"	"4366226.87062273"	"19118719.0828822"	"7791506.41789781"	"19213504.6439947"	"7018608.3269167"	""	"21406663.2974549"	""	""	"9388833.375"	"5383802.625"	"7707091.75"	"5337311.125"	"8569058.5"	"7185592.75"	"9474770.25"	"2749971.75"	"9688737.5"	"7695445.75"	"10240007.25"	"4543616.375"	""	"7888583"	""	""	"3"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	""	"2"	""	""	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term]"
"4308008512399919918"	"False"	"High"	"IsMasterProtein"	"A1X283"	"SH3 and PX domain-containing protein 2B OS=Homo sapiens OX=9606 GN=SH3PXD2B PE=1 SV=3"	"0.000"	"18.065"	"5"	"3"	"13"	"3"	"911"	"101.5"	"8.69"	""	"4.31"	""	""	"2.71"	"6.09"	""	"5.61"	"3.37"	"1.69"	""	"4.48"	""	"2.40"	""	""	""	"2"	""	""	"2"	"2"	""	"2"	"1"	"1"	""	"2"	""	"1"	""	""	"0"	"0"	"0.835"	"1.219"	"0.697"	"1.334"	"0.968"	"1.300"	"0.929"	"0.836"	"0.686"	"1.132"	"0.841"	"0.010"	"0.743"	"0.010"	"0.010"	"9666287.54803336"	"8005853.85618448"	"8359419.93548818"	"7252225.19465843"	"15506116.0625991"	"9077663.25"	"12507880.2887358"	"8605888.62277778"	"8892521.8829828"	"6060876.91775596"	"7739876.2325967"	"8217587.16937719"	""	"9394615.50354728"	""	""	"4146900"	"7590876"	"4873039.125"	"5538693.5"	"6922409"	"9077663.25"	"6335802"	"5420229.25"	"4506437.375"	"5986153"	"4125035.5"	"5319795.875"	""	"3462015.6875"	""	""	"3"	"3"	"2"	"3"	"4"	"3"	"3"	"3"	"3"	"3"	"2"	"3"	""	"3"	""	""	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-3086265819139452668"	"False"	"High"	"IsMasterProtein"	"O14773"	"Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2"	"0.000"	"23.428"	"5"	"2"	"13"	"2"	"563"	"61.2"	"6.48"	""	"11.68"	"3.23"	"6.23"	"3.03"	"3.97"	"2.94"	"3.25"	"2.28"	"3.52"	""	""	""	""	""	""	""	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	""	""	""	""	""	""	"0"	"0"	"2.275"	"1.604"	"1.665"	"1.438"	"1.464"	"0.942"	"1.573"	"1.407"	"2.505"	"0.789"	"1.705"	"0.010"	"1.040"	"0.010"	"0.010"	"11432052.3954671"	"19952865.9008855"	"19248083.3909936"	"21445757.0302105"	"10041066.2125109"	"20760929.25"	"11595976.2882726"	"20692145.9326176"	"14188430.9211218"	"20129164.868837"	"7516936.87988894"	"22279582.0735958"	""	"8086194.46518583"	""	""	"4904424.5625"	"18918623"	"11220475.125"	"16378624.75"	"4482642"	"20760929.25"	"5873881.75"	"13032492"	"7190229.75"	"19880994.5"	"4006218"	"14423069.25"	""	"2979848.625"	""	""	"3"	"2"	"2"	"3"	"1"	"3"	"3"	"3"	"2"	"2"	"2"	"3"	""	"2"	""	""	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
